source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
BRD-01,"Global Diet Quality Project. Diet Quality Questionnaire (DQQ) Viet Nam, English and Vietnamese versions v2, adapted 2021. PDF files in the country resource folder linked from dietquality.org/countries/vnm.",Diet Quality Questionnaire (DQQ): Vietnam,"Global Diet Quality Project (GAIN, Harvard, Gallup)",2021,https://drive.google.com/file/d/1TVMNACpTbdKrQFu5t2ddjQytjIPIrUc0,,other,2026-09-25,"Question wording: Q4 dried beans, soybeans, tofu, soymilk, or bean flour; Q16 lap xuong, xuc xich heo, thit hop, pate hoac xuc xich Y (giò and chả not named); Q18 pork, frog, or dog. Vietnamese version: https://drive.google.com/file/d/15p56NLORqHPnfDzfTdJMXetq6ki_x0VR"
BRD-02,Global Diet Quality Project. Diet Quality Questionnaire (DQQ) Food Group Classification Guide. Undated PDF.,DQQ Food Group Classification Guide,Global Diet Quality Project,undated,https://www.dietquality.org/foodgroups.pdf,,other,2026-09-25,Processed meats follow the WHO IARC definition; legumes follow the FAO MDD-W guide; foods eaten in amounts under 15 g excluded.
BRD-03,"Gallup and Global Diet Quality Project. Country Data Set Details DQQ, data collected 2021 to 2024. PDF, 8 pages.",Country Data Set Details DQQ: Gallup Worldwide Research data collected 2021-2024,Gallup; Global Diet Quality Project,2024,https://www.dietquality.org/DQQ%20data%20collection%20details%20GWP%202021-2024.pdf,,other,2026-09-25,"Viet Nam: wave 16.2, 13 Nov to 12 Dec 2021, 1,007 interviews, design effect 2.56, margin of error 4.9 points, mobile telephone, Vietnamese. Only one Viet Nam round in 2021 to 2024."
BRD-04,Global Diet Quality Project. Viet Nam indicator data file (dqq-vnm-data.csv) and Viet Nam country page. Accessed 25 Sep 2026.,Viet Nam DQQ indicator data (CSV),Global Diet Quality Project,2024,https://www.dietquality.org/data/countries/dqq-vnm-data.csv,,database,2026-09-25,"Same values as APR-36. File gives fieldwork 2021_11_13 to 2021_12_12, matching BRD-03; the country page displays 13 Dec 2021 to 12 Jan 2022, one month later (logged as a disagreement). Breakdowns by sex and urban or rural only; no age, income or education in the public files."
BRD-05,"UN Comtrade Database, public API (comtradeapi.un.org/public/v1/preview/C/M/HS), monthly exports reported by China (reporter 156) to Viet Nam (704), World (0) and Thailand (764), HS 350400, 210610, 110900 and 230990, January 2019 to December 2024. Queried 25 Sep 2026.","China monthly exports of protein ingredients and feed preparations, 2019 to 2024",United Nations Statistics Division (UN Comtrade),2019 to 2024 data; queried 2026-09-25,https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=156&partnerCode=704&flowCode=X,,database,2026-09-25,"FOB values and net weights by month of export (motCode 0, customsCode C00). China monthly data for 2025 are not in Comtrade (every 2025 month returned zero records, including cmdCode TOTAL). A few World net weights are missing."
BRD-06,"UN Comtrade Database, public API, monthly imports reported by Viet Nam (reporter 704) from World (0) and China (156), HS 350400, 210610, 110900 and 230990, January 2019 to December 2023. Queried 25 Sep 2026.","Viet Nam monthly imports of protein ingredients and feed preparations, 2019 to 2023",United Nations Statistics Division (UN Comtrade),2019 to 2023 data; queried 2026-09-25,https://comtradeapi.un.org/public/v1/preview/C/M/HS?reporterCode=704&flowCode=M,,database,2026-09-25,"CIF values; quantities flagged as estimated (isNetWgtEstimated true), so values are used. Viet Nam monthly data for 2024 and 2025 are not in Comtrade (zero records)."
BRD-07,"lunardate 0.3.0, Python package for Chinese lunisolar calendar conversion (PyPI). Used for the Gregorian dates of lunar 1/1 (Tet) and lunar 7/15 (Vu Lan), 2019 to 2026.",lunardate,PyPI (package authors),2026,https://pypi.org/project/lunardate/,,other,2026-09-25,"Chinese (UTC+8) tables. For 2019 to 2026 the Tet dates it gives match those in use in Viet Nam; Vu Lan 2024 falls on 18 Aug, the date of the package press reports on the 2024 season (CHY-16; CHY-17)."
BRD-08,"Green Queen. Search listing for Karana (6 items, Oct 2019 to Apr 2023) and article: Karana announces global expansion for sustainable jackfruit meat, 18 Apr 2023 (updated 4 Jun 2025).",Karana Announces Global Expansion for Sustainable Jackfruit Meat,Green Queen Media,2023-04-18,https://www.greenqueen.com.hk/karana-expands-jackfruit-meat/,,press,2026-09-25,"Restaurants first (Singapore Feb 2021, Hong Kong May 2021, San Francisco Mar 2022); USD 1.7 million seed (Jul 2020); ten-fold growth over two years (company). No later item in the archive. Read through a fetch summary."
BRD-09,"Green Queen. Search listing for Float Foods (7 items, Nov 2020 to Jan 2023).",Float Foods search results,Green Queen Media,2023-01-03,https://www.greenqueen.com.hk/?s=float+foods,,press,2026-09-25,"Headlines and snippets only (Low): SGD 2.2 million (about USD 1.6 million) seed, Temasek Foundation grant, restaurants and meal kits. Latest item 3 Jan 2023."
BRD-10,"Green Queen. Malaysia's Phuture embarks on ambitious expansion by leveraging chicken supply disruption. 20 Jun 2022; plus search listing (3 items, 2019 to 2022).",Malaysia's Phuture Embarks On Ambitious Expansion By Leveraging Chicken Supply Disruption,Green Queen Media,2022-06-20,https://www.greenqueen.com.hk/phuture-announces-malaysia-wide-expansion/,,press,2026-09-25,"Restaurants (KyoChon), a hotel, a convenience chain (CU Malaysia); USD 1.5 million raised; first launch in Singapore restaurants (Jun 2020). No later item in the archive."
