source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
CON-01,"GFI APAC and The Good Growth Co. (2024). Decoding demand: the appetite for alternative proteins in Southeast Asia (landing page; full report and regional summary behind a download form). Authors per citing papers: Jennifer Morton, Divya Gandhi, Ella Wong. https://gfi-apac.org/decoding-demand-the-appetite-for-alternative-proteins-in-southeast-asia/",Decoding demand: the appetite for alternative proteins in Southeast Asia,GFI APAC; The Good Growth Co.,Feb 2024,https://gfi-apac.org/decoding-demand-the-appetite-for-alternative-proteins-in-southeast-asia/,,advocacy,2026-09-24,Landing page read. Full PDF is gated behind a form and was not obtained. Commissioned and paid for by GFI APAC; fieldwork by The Good Growth Co. in 2023.
CON-02,"GFI APAC (Feb 2024). New data reveals surprising market opportunities for plant-based meat in Southeast Asia (article with 13 chart images from the survey, n=5,971; per-country n; Vietnam columns). https://gfi-apac.org/new-data-reveals-surprising-market-opportunities-for-plant-based-meat-in-southeast-asia/",New data reveals surprising market opportunities for plant-based meat in Southeast Asia,GFI APAC,Feb 2024,https://gfi-apac.org/new-data-reveals-surprising-market-opportunities-for-plant-based-meat-in-southeast-asia/,,advocacy,2026-09-24,"Primary source for Vietnam-specific numbers. Chart images downloaded from gfi-apac.org/wp-content/uploads/2024/02/ (1.png to 4.png, image1_Feb2024, image3_Feb2024, image6_Feb2024, image7_Feb2024, image8 to image12) and read value by value."
CON-03,"Cant, M. (19 Feb 2026). Consumer insights on plant-based meat in Southeast Asia (summary of GFI APAC and Good Growth 2024). Faunalytics. https://faunalytics.org/consumer-insights-on-plant-based-meat-in-southeast-asia/",Consumer insights on plant-based meat in Southeast Asia,Faunalytics,19 Feb 2026,https://faunalytics.org/consumer-insights-on-plant-based-meat-in-southeast-asia/,,advocacy,2026-09-24,"LLM-drafted, human-edited summary. Gives method (desk research, market visits, online focus groups of 8 per country, online survey), frame (capital regions plus Ho Chi Minh City), segment shares by country (Vietnam Curious 43%)."
CON-04,vegconomist (7 Feb 2024). Report finds surprising attitudes to plant-based meat in Southeast Asia. https://vegconomist.com/food-and-beverage/meat-and-fish-alternatives/report-attitudes-to-plant-based-meat-southeast-asia/,Report finds surprising attitudes to plant-based meat in Southeast Asia,vegconomist,7 Feb 2024,https://vegconomist.com/food-and-beverage/meat-and-fish-alternatives/report-attitudes-to-plant-based-meat-southeast-asia/,,press,2026-09-24,Trade press summary; used only to date the release.
CON-05,"Tsen, A., Manandhar-Richardson, T., Troy, A. and Thompkins, A. (2025). How to message plant-based diets and products in Southeast Asia: a social media analysis. Faunalytics, Good Growth, Mercy For Animals. Summary 28 May 2025 https://faunalytics.org/plant-based-messaging-in-southeast-asia/ ; full report https://osf.io/9mshd",How to message plant-based diets and products in Southeast Asia: a social media analysis,Faunalytics; Good Growth; Mercy For Animals,28 May 2025,https://osf.io/9mshd,,advocacy,2026-09-24,"Full 45-page PDF read. Social listening on X (Talkwalker); only 73 Vietnamese posts after cleaning, so Vietnam results are weak. Literature review cites Delley et al. 2024 and Ha et al. 2019."
CON-06,"Rakuten Insight (2022). Plant-based food alternatives: future or present? Survey November 2021, 124,100 respondents in 12 APAC markets plus 5,900 US; Vietnam n=4,018. https://insight.rakuten.com/wordpress/wp-content/uploads/Report_Plant_based_food.pdf",Plant-based food alternatives: future or present?,Rakuten Insight,2022 (fieldwork Nov 2021),https://insight.rakuten.com/wordpress/wp-content/uploads/Report_Plant_based_food.pdf,,market research,2026-09-24,"PDF read; Vietnam country page and cross-country trial chart read from page images. Online proprietary panel, men and women aged 16+."
CON-07,"Rakuten Insight (June 2025). Plant-based food alternatives (2024 to 2025 comparison). 78,816 respondents in 12 APAC markets; Vietnam n=1,942. https://insight.rakuten.com/wordpress/wp-content/uploads/2025_Report-Plant-based-food.pdf",Plant-based food alternatives,Rakuten Insight,Jun 2025,https://insight.rakuten.com/wordpress/wp-content/uploads/2025_Report-Plant-based-food.pdf,,market research,2026-09-24,"PDF read; Vietnam page (p.21), Thailand page (p.19) and trial chart (p.3) read from page images. Online proprietary panel, aged 16+."
CON-08,"Delley, M., Ha, T.M., Götze, F., Markoni, E., Ngo, M.H., Nguyen, A.D., Bui, T.L., Le, N.T., Pham, B.D. and Brunner, T.A. (2024). Understanding and tackling meat reduction in different cultural contexts: a segmentation study of Swiss and Vietnamese consumers. Frontiers in Psychology 15:1286579. https://doi.org/10.3389/fpsyg.2024.1286579",Understanding and tackling meat reduction in different cultural contexts: a segmentation study of Swiss and Vietnamese consumers,Delley M. et al.,23 Apr 2024,https://doi.org/10.3389/fpsyg.2024.1286579,10.3389/fpsyg.2024.1286579,peer-reviewed,2026-09-24,"Full text read (PDF). Vietnam: online snowball survey, Hanoi, Hai Phong, Ho Chi Minh City, Nov to Dec 2022, n=616. No retraction notice found. Same project funded by SNSF and NAFOSTED (see CON-09)."
CON-09,"Ha, T.M., Ngo, M.H., Delley, M., Götze, F., Bui, L.T.K., Le, N.T., Markoni, E., Nguyen, A.D., Pham, B.D. and Brunner, T.A. (2024). Socio-behavioural factors influencing meat intake and meat reduction intention in Vietnam and Switzerland. Meat Science 215:109530. https://doi.org/10.1016/j.meatsci.2024.109530",Socio-behavioural factors influencing meat intake and meat reduction intention in Vietnam and Switzerland,Ha T.M. et al.,30 Apr 2024,https://doi.org/10.1016/j.meatsci.2024.109530,10.1016/j.meatsci.2024.109530,peer-reviewed,2026-09-24,Metadata only (paywalled; no abstract retrieved). Funders per OpenAlex: Swiss National Science Foundation and NAFOSTED (award IZVSZ1_203324).
CON-10,"Markoni, E., Ha, T.M., Götze, F., Häberli, I., Ngo, M.H. and others (2023). Healthy or environmentally friendly? Meat consumption practices of green consumers in Vietnam and Switzerland. Sustainability 15(15):11488. https://doi.org/10.3390/su151511488",Healthy or environmentally friendly? Meat consumption practices of green consumers in Vietnam and Switzerland,Markoni E. et al.,25 Jul 2023,https://doi.org/10.3390/su151511488,10.3390/su151511488,peer-reviewed,2026-09-24,Abstract and citation snippets read. Qualitative online group discussions.
